sample_id,split,speaker_id,noise_id,noise_category,provenance,target_snr_db,actual_snr_db,speech_leakage_ratio,delay_samples,gain_mismatch_db,duration_sec,primary_rms,reference_rms,primary_path,reference_path,clean_path,sha256_hash
SPK_005__gunfire_transient_insas__+10dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_005,gunfire_transient_insas,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,10.0,10.0,0.0,0,-1.0,3.0,0.114648,0.030802,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_005__gunfire_transient_insas__+10dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_005__gunfire_transient_insas__+10dB__reference.wav,clean\SPK_005_clean.wav,10990fbff045c16deeab7c6fa98fd16cb18d4927a916cb05d2275d8a96e1a50a
SPK_005__artillery_blast_dhanush__-10dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_005,artillery_blast_dhanush,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,-10.0,-10.0,0.0,0,-1.0,3.0,0.362456,0.308019,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_005__artillery_blast_dhanush__-10dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_005__artillery_blast_dhanush__-10dB__reference.wav,clean\SPK_005_clean.wav,7893f24818bed5ae2d7a4a541ff821bb79a6bb8ba542f54009f64a915aa55c1a
SPK_006__tank_engine_t90__+5dB,TRAIN,SPK_006,tank_engine_t90,STATIONARY,STANDARDIZED_SIMULATION,5.0,5.0,0.0,0,0.0,3.0,0.128333,0.062962,mixed\TRAIN\SPK_006__tank_engine_t90__+5dB__primary.wav,mixed\TRAIN\SPK_006__tank_engine_t90__+5dB__reference.wav,clean\SPK_006_clean.wav,cc4e7b4d7bcc1ca7b76726a4f5e7c23ac24ef362350e0e03c1610d60d44d52ae
SPK_006__diesel_idle_apc__+0dB,TRAIN,SPK_006,diesel_idle_apc,STATIONARY,STANDARDIZED_SIMULATION,0.0,-0.0,0.0,0,0.0,3.0,0.158169,0.111964,mixed\TRAIN\SPK_006__diesel_idle_apc__+0dB__primary.wav,mixed\TRAIN\SPK_006__diesel_idle_apc__+0dB__reference.wav,clean\SPK_006_clean.wav,40f38e879824a7c5ec8e94bd6952511d88cd41865f169b870a600776f24b14e6
SPK_006__generator_hum_50hz__+15dB,TRAIN,SPK_006,generator_hum_50hz,STATIONARY,STANDARDIZED_SIMULATION,15.0,15.0,0.0,0,0.0,3.0,0.113678,0.01991,mixed\TRAIN\SPK_006__generator_hum_50hz__+15dB__primary.wav,mixed\TRAIN\SPK_006__generator_hum_50hz__+15dB__reference.wav,clean\SPK_006_clean.wav,42ffcd0cb801a5c085b7e57f0884cd6b1f8ee6efe074c517e1ff018200d94fca
SPK_006__helicopter_rotor_dhruv__+15dB,TRAIN,SPK_006,helicopter_rotor_dhruv,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,15.0,15.0,0.0,0,0.0,3.0,0.113715,0.01991,mixed\TRAIN\SPK_006__helicopter_rotor_dhruv__+15dB__primary.wav,mixed\TRAIN\SPK_006__helicopter_rotor_dhruv__+15dB__reference.wav,clean\SPK_006_clean.wav,b176fa4ce94d45fb73184419dc6799434e36f218c6b82d563f8f69ede4c199af
SPK_006__propeller_rotor_an32__-10dB,TRAIN,SPK_006,propeller_rotor_an32,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,-10.0,-10.0,0.0,0,0.0,3.0,0.371312,0.35406,mixed\TRAIN\SPK_006__propeller_rotor_an32__-10dB__primary.wav,mixed\TRAIN\SPK_006__propeller_rotor_an32__-10dB__reference.wav,clean\SPK_006_clean.wav,90a9ff3c8c311cc9ce1834a608cadebba4e204a4f9e35b98382bcebf51bd35e6
SPK_006__vehicle_acceleration_track__+10dB,TRAIN,SPK_006,vehicle_acceleration_track,NON_STATIONARY,STANDARDIZED_SIMULATION,10.0,10.0,0.0,0,0.0,3.0,0.117355,0.035406,mixed\TRAIN\SPK_006__vehicle_acceleration_track__+10dB__primary.wav,mixed\TRAIN\SPK_006__vehicle_acceleration_track__+10dB__reference.wav,clean\SPK_006_clean.wav,4356c883d0c391192790a865ddc5471e0a5830b5eb7191fefa5375c4d5a952d9
SPK_006__tactical_siren_sweep__-10dB,TRAIN,SPK_006,tactical_siren_sweep,NON_STATIONARY,STANDARDIZED_SIMULATION,-10.0,-10.0,0.0,0,0.0,3.0,0.371312,0.35406,mixed\TRAIN\SPK_006__tactical_siren_sweep__-10dB__primary.wav,mixed\TRAIN\SPK_006__tactical_siren_sweep__-10dB__reference.wav,clean\SPK_006_clean.wav,23ba3eef08b2d5ae618321dfb7c3ff0120572a6afcf64dd56f2c08640a1b2ba4
SPK_006__tank_engine_heldout_rec__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_006,tank_engine_heldout_rec,STATIONARY,STANDARDIZED_SIMULATION,5.0,5.0,0.15,0,0.0,3.0,0.128333,0.065128,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_006__tank_engine_heldout_rec__+5dB__primary.wav,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_006__tank_engine_heldout_rec__+5dB__reference.wav,clean\SPK_006_clean.wav,cc4e7b4d7bcc1ca7b76726a4f5e7c23ac24ef362350e0e03c1610d60d44d52ae
SPK_006__helicopter_rotor_heldout_rec__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_006,helicopter_rotor_heldout_rec,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,5.0,5.0,0.15,0,0.0,3.0,0.128437,0.065159,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_006__helicopter_rotor_heldout_rec__+5dB__primary.wav,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_006__helicopter_rotor_heldout_rec__+5dB__reference.wav,clean\SPK_006_clean.wav,868b17e484fe27c4bcef31099c60be373b06c7408be02c3931d210001325ba5a
SPK_006__gunfire_transient_insas__-10dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_006,gunfire_transient_insas,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,-10.0,-10.0,0.0,0,0.0,3.0,0.371501,0.35406,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_006__gunfire_transient_insas__-10dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_006__gunfire_transient_insas__-10dB__reference.wav,clean\SPK_006_clean.wav,bdd2e4493c053d8ff47f77da21b9b9f5668d3166dd7db287d437b3f2ab6349df
SPK_006__artillery_blast_dhanush__+10dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_006,artillery_blast_dhanush,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,10.0,10.0,0.0,0,0.0,3.0,0.11741,0.035406,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_006__artillery_blast_dhanush__+10dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_006__artillery_blast_dhanush__+10dB__reference.wav,clean\SPK_006_clean.wav,9d8b8732750ffc67d842c4866ed748173d610868dc1f8586ada1794acef88041
SPK_007__tank_engine_t90__-5dB,TRAIN,SPK_007,tank_engine_t90,STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.15,0,0.0,3.0,0.194074,0.169899,mixed\TRAIN\SPK_007__tank_engine_t90__-5dB__primary.wav,mixed\TRAIN\SPK_007__tank_engine_t90__-5dB__reference.wav,clean\SPK_007_clean.wav,512c768f5bfc75478c6e29af1b8ed4460605ae9abcf272ce278b053992e520e4
SPK_007__diesel_idle_apc__-5dB,TRAIN,SPK_007,diesel_idle_apc,STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.15,0,0.0,3.0,0.194074,0.169899,mixed\TRAIN\SPK_007__diesel_idle_apc__-5dB__primary.wav,mixed\TRAIN\SPK_007__diesel_idle_apc__-5dB__reference.wav,clean\SPK_007_clean.wav,512c768f5bfc75478c6e29af1b8ed4460605ae9abcf272ce278b053992e520e4
SPK_007__generator_hum_50hz__+5dB,TRAIN,SPK_007,generator_hum_50hz,STATIONARY,STANDARDIZED_SIMULATION,5.0,5.0,0.15,0,0.0,3.0,0.109136,0.055387,mixed\TRAIN\SPK_007__generator_hum_50hz__+5dB__primary.wav,mixed\TRAIN\SPK_007__generator_hum_50hz__+5dB__reference.wav,clean\SPK_007_clean.wav,7b31d85eff5119efc211d0241c1d36172c8d53938cad177477569d36948d3538
SPK_007__helicopter_rotor_dhruv__+10dB,TRAIN,SPK_007,helicopter_rotor_dhruv,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,10.0,10.0,0.15,0,0.0,3.0,0.099879,0.033332,mixed\TRAIN\SPK_007__helicopter_rotor_dhruv__+10dB__primary.wav,mixed\TRAIN\SPK_007__helicopter_rotor_dhruv__+10dB__reference.wav,clean\SPK_007_clean.wav,5a7acaab2823c4c94d8451c402affebb83c75f731ed7e43f85c000e63ee60c6a
SPK_007__propeller_rotor_an32__+10dB,TRAIN,SPK_007,propeller_rotor_an32,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,10.0,10.0,0.15,0,0.0,3.0,0.099879,0.033332,mixed\TRAIN\SPK_007__propeller_rotor_an32__+10dB__primary.wav,mixed\TRAIN\SPK_007__propeller_rotor_an32__+10dB__reference.wav,clean\SPK_007_clean.wav,ba8e25e958f361e19c561a0c638f89503cc5d2537dd39a6c27da3a950b5ccfee
SPK_007__vehicle_acceleration_track__+10dB,TRAIN,SPK_007,vehicle_acceleration_track,NON_STATIONARY,STANDARDIZED_SIMULATION,10.0,10.0,0.15,0,0.0,3.0,0.099802,0.033297,mixed\TRAIN\SPK_007__vehicle_acceleration_track__+10dB__primary.wav,mixed\TRAIN\SPK_007__vehicle_acceleration_track__+10dB__reference.wav,clean\SPK_007_clean.wav,01e9eb039c768013be25672d369505d2998aa203c17746d7638b8a41565d4b99
SPK_007__tactical_siren_sweep__+10dB,TRAIN,SPK_007,tactical_siren_sweep,NON_STATIONARY,STANDARDIZED_SIMULATION,10.0,10.0,0.15,0,0.0,3.0,0.099879,0.033332,mixed\TRAIN\SPK_007__tactical_siren_sweep__+10dB__primary.wav,mixed\TRAIN\SPK_007__tactical_siren_sweep__+10dB__reference.wav,clean\SPK_007_clean.wav,2aac23e8b508d43d2f26468f679d0b44bca51809ba0a08b3da7ca26445da98df
SPK_007__tank_engine_heldout_rec__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_007,tank_engine_heldout_rec,STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.15,0,0.0,3.0,0.194074,0.169899,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_007__tank_engine_heldout_rec__-5dB__primary.wav,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_007__tank_engine_heldout_rec__-5dB__reference.wav,clean\SPK_007_clean.wav,512c768f5bfc75478c6e29af1b8ed4460605ae9abcf272ce278b053992e520e4
SPK_007__helicopter_rotor_heldout_rec__+15dB,TEST_B_UNSEEN_NOISE_REC,SPK_007,helicopter_rotor_heldout_rec,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,15.0,15.0,0.15,0,0.0,3.0,0.096721,0.022156,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_007__helicopter_rotor_heldout_rec__+15dB__primary.wav,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_007__helicopter_rotor_heldout_rec__+15dB__reference.wav,clean\SPK_007_clean.wav,8ff7de99e2c0073e3d4d322002918aa6802c1e69f206a170c7978680efcf3a10
SPK_007__gunfire_transient_insas__+10dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_007,gunfire_transient_insas,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,10.0,10.0,0.15,0,0.0,3.0,0.099913,0.033347,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_007__gunfire_transient_insas__+10dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_007__gunfire_transient_insas__+10dB__reference.wav,clean\SPK_007_clean.wav,4c46e6153b0f60ceb82c5b2076f1743901fdb8b8ce08f3a5427cd4f36f5a167b
SPK_007__artillery_blast_dhanush__+10dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_007,artillery_blast_dhanush,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,10.0,10.0,0.15,0,0.0,3.0,0.099849,0.033318,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_007__artillery_blast_dhanush__+10dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_007__artillery_blast_dhanush__+10dB__reference.wav,clean\SPK_007_clean.wav,33210777dec1081fc97511b38384cdaaddaac707ea40185bff3626090d82ff9d
SPK_008__tank_engine_t90__+15dB,TRAIN,SPK_008,tank_engine_t90,STATIONARY,STANDARDIZED_SIMULATION,15.0,15.0,0.0,0,-1.0,3.0,0.111166,0.017347,mixed\TRAIN\SPK_008__tank_engine_t90__+15dB__primary.wav,mixed\TRAIN\SPK_008__tank_engine_t90__+15dB__reference.wav,clean\SPK_008_clean.wav,43b135da96afd5537e68f9a10c37e1a62ceb0af2e5ae6cfe83c28164670d9e72
SPK_008__diesel_idle_apc__-5dB,TRAIN,SPK_008,diesel_idle_apc,STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.0,0,-1.0,3.0,0.223285,0.173468,mixed\TRAIN\SPK_008__diesel_idle_apc__-5dB__primary.wav,mixed\TRAIN\SPK_008__diesel_idle_apc__-5dB__reference.wav,clean\SPK_008_clean.wav,f49b1afad93adb266bba672a04d5f5b5449962021b95b2ff6845fe11b4bef111
SPK_008__generator_hum_50hz__+10dB,TRAIN,SPK_008,generator_hum_50hz,STATIONARY,STANDARDIZED_SIMULATION,10.0,10.0,0.0,0,-1.0,3.0,0.114789,0.030847,mixed\TRAIN\SPK_008__generator_hum_50hz__+10dB__primary.wav,mixed\TRAIN\SPK_008__generator_hum_50hz__+10dB__reference.wav,clean\SPK_008_clean.wav,b3d5a8a9996ba83f504def6bc51c45ac557670015986fcab3bc92e14d35952e0
SPK_008__helicopter_rotor_dhruv__+15dB,TRAIN,SPK_008,helicopter_rotor_dhruv,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,15.0,15.0,0.0,0,-1.0,3.0,0.111165,0.017347,mixed\TRAIN\SPK_008__helicopter_rotor_dhruv__+15dB__primary.wav,mixed\TRAIN\SPK_008__helicopter_rotor_dhruv__+15dB__reference.wav,clean\SPK_008_clean.wav,ace16df79828ba0c5511163ff4adcba7c8f2f0cb323f547a57e6e8f4de71d0a3
SPK_008__propeller_rotor_an32__-10dB,TRAIN,SPK_008,propeller_rotor_an32,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,-10.0,-10.0,0.0,0,-1.0,3.0,0.362988,0.308475,mixed\TRAIN\SPK_008__propeller_rotor_an32__-10dB__primary.wav,mixed\TRAIN\SPK_008__propeller_rotor_an32__-10dB__reference.wav,clean\SPK_008_clean.wav,26f52f85bd13b47287e4b8eb6ad75529258b41df5ca0f4e33a9539b6c5e9d328
SPK_008__vehicle_acceleration_track__-5dB,TRAIN,SPK_008,vehicle_acceleration_track,NON_STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.0,0,-1.0,3.0,0.223285,0.173468,mixed\TRAIN\SPK_008__vehicle_acceleration_track__-5dB__primary.wav,mixed\TRAIN\SPK_008__vehicle_acceleration_track__-5dB__reference.wav,clean\SPK_008_clean.wav,f49b1afad93adb266bba672a04d5f5b5449962021b95b2ff6845fe11b4bef111
SPK_008__tactical_siren_sweep__+0dB,TRAIN,SPK_008,tactical_siren_sweep,NON_STATIONARY,STANDARDIZED_SIMULATION,0.0,-0.0,0.0,0,-1.0,3.0,0.154773,0.097548,mixed\TRAIN\SPK_008__tactical_siren_sweep__+0dB__primary.wav,mixed\TRAIN\SPK_008__tactical_siren_sweep__+0dB__reference.wav,clean\SPK_008_clean.wav,8b6f8cfbd0eff5fa0b1ab88023a040876682ecb07c971de9f51c852b3e21c7f3
SPK_008__tank_engine_heldout_rec__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_008,tank_engine_heldout_rec,STATIONARY,STANDARDIZED_SIMULATION,0.0,-0.0,0.15,0,-1.0,3.0,0.154777,0.098918,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_008__tank_engine_heldout_rec__+0dB__primary.wav,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_008__tank_engine_heldout_rec__+0dB__reference.wav,clean\SPK_008_clean.wav,6217c68637f8d09a7c283a949251fa5470df2fe386326baa4d730e8e335ed248
SPK_008__helicopter_rotor_heldout_rec__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_008,helicopter_rotor_heldout_rec,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,0.0,0.0,0.15,0,-1.0,3.0,0.154773,0.098917,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_008__helicopter_rotor_heldout_rec__+0dB__primary.wav,mixed\TEST_B_UNSEEN_NOISE_REC\SPK_008__helicopter_rotor_heldout_rec__+0dB__reference.wav,clean\SPK_008_clean.wav,1aabd50c66983d5a091ea96680985d98ebe695a855ce3178619c681e2bc02f8c
SPK_008__gunfire_transient_insas__+5dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_008,gunfire_transient_insas,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,5.0,5.0,0.0,0,-1.0,3.0,0.125616,0.054855,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_008__gunfire_transient_insas__+5dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_008__gunfire_transient_insas__+5dB__reference.wav,clean\SPK_008_clean.wav,91f7ab0b479eaaa78ecc3f18178311e79c97226ea513df3c158a9420a467cfbe
SPK_008__artillery_blast_dhanush__+5dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_008,artillery_blast_dhanush,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,5.0,5.0,0.0,0,-1.0,3.0,0.125618,0.054855,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_008__artillery_blast_dhanush__+5dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_008__artillery_blast_dhanush__+5dB__reference.wav,clean\SPK_008_clean.wav,3016fce301f912963c24aabb5b9a0344a196b3310598ef02310178f0928bf0fa
SPK_009__tank_engine_t90__+5dB,TEST_A_UNSEEN_SPEAKER,SPK_009,tank_engine_t90,STATIONARY,STANDARDIZED_SIMULATION,5.0,5.0,0.15,0,0.0,3.0,0.104165,0.052804,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__tank_engine_t90__+5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__tank_engine_t90__+5dB__reference.wav,clean\SPK_009_clean.wav,9e22e171d6492b48731cc81acb437db4a525f267922c895a30b86f9b347b8683
SPK_009__diesel_idle_apc__+10dB,TEST_A_UNSEEN_SPEAKER,SPK_009,diesel_idle_apc,STATIONARY,STANDARDIZED_SIMULATION,10.0,10.0,0.15,0,0.0,3.0,0.095171,0.031773,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__diesel_idle_apc__+10dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__diesel_idle_apc__+10dB__reference.wav,clean\SPK_009_clean.wav,7a545620c30cba3a4c11ed9fdc7bee8692be78b5f0c4ec099ec1bd7224550b60
SPK_009__generator_hum_50hz__+15dB,TEST_A_UNSEEN_SPEAKER,SPK_009,generator_hum_50hz,STATIONARY,STANDARDIZED_SIMULATION,15.0,15.0,0.15,0,0.0,3.0,0.092123,0.021128,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__generator_hum_50hz__+15dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__generator_hum_50hz__+15dB__reference.wav,clean\SPK_009_clean.wav,908ce4753b5c9b6182a9536ecc614da3544c57b845c7db9c2437de7906170742
SPK_009__helicopter_rotor_dhruv__+5dB,TEST_A_UNSEEN_SPEAKER,SPK_009,helicopter_rotor_dhruv,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,5.0,5.0,0.15,0,0.0,3.0,0.104013,0.052759,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__helicopter_rotor_dhruv__+5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__helicopter_rotor_dhruv__+5dB__reference.wav,clean\SPK_009_clean.wav,6b4b8be01c9f34846e90749894da32bf2ddaa86f6e8c11a6d5b14b2a044f2ae7
SPK_009__propeller_rotor_an32__-5dB,TEST_A_UNSEEN_SPEAKER,SPK_009,propeller_rotor_an32,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,-5.0,-5.0,0.15,0,0.0,3.0,0.184964,0.161759,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__propeller_rotor_an32__-5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__propeller_rotor_an32__-5dB__reference.wav,clean\SPK_009_clean.wav,9bfd92405308470f3470cd3a133cce037821adb191c3b90f662924012be30280
SPK_009__vehicle_acceleration_track__+5dB,TEST_A_UNSEEN_SPEAKER,SPK_009,vehicle_acceleration_track,NON_STATIONARY,STANDARDIZED_SIMULATION,5.0,5.0,0.15,0,0.0,3.0,0.104165,0.052804,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__vehicle_acceleration_track__+5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__vehicle_acceleration_track__+5dB__reference.wav,clean\SPK_009_clean.wav,9e22e171d6492b48731cc81acb437db4a525f267922c895a30b86f9b347b8683
SPK_009__tactical_siren_sweep__-5dB,TEST_A_UNSEEN_SPEAKER,SPK_009,tactical_siren_sweep,NON_STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.15,0,0.0,3.0,0.184964,0.161759,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__tactical_siren_sweep__-5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__tactical_siren_sweep__-5dB__reference.wav,clean\SPK_009_clean.wav,a8feee60df5dabf27385c4899b50d6553f9452be067197d4bbfa8c9ca95b5888
SPK_009__tank_engine_heldout_rec__-5dB,TEST_A_UNSEEN_SPEAKER,SPK_009,tank_engine_heldout_rec,STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.15,0,0.0,3.0,0.185234,0.161805,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__tank_engine_heldout_rec__-5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__tank_engine_heldout_rec__-5dB__reference.wav,clean\SPK_009_clean.wav,b1b79379baa95a81e7eb68cc38e277a5381849d7d2671ff5faef97abe318c61c
SPK_009__helicopter_rotor_heldout_rec__-5dB,TEST_A_UNSEEN_SPEAKER,SPK_009,helicopter_rotor_heldout_rec,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,-5.0,-5.0,0.15,0,0.0,3.0,0.184964,0.161759,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__helicopter_rotor_heldout_rec__-5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_009__helicopter_rotor_heldout_rec__-5dB__reference.wav,clean\SPK_009_clean.wav,b910a8dcc7a7de6525b59f358617b910ac7ceeed8afb878077a55adca3f237c9
SPK_009__gunfire_transient_insas__+0dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_009,gunfire_transient_insas,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,0.0,-0.0,0.15,0,0.0,3.0,0.128117,0.091638,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_009__gunfire_transient_insas__+0dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_009__gunfire_transient_insas__+0dB__reference.wav,clean\SPK_009_clean.wav,89d8ec386aa238fc6c80fe49f680aa39991f82f980ed0a1029769cef22620bbf
SPK_009__artillery_blast_dhanush__+5dB,TEST_C_UNSEEN_NOISE_CATEGORY,SPK_009,artillery_blast_dhanush,IMPULSIVE_DEFENCE,STANDARDIZED_SIMULATION,5.0,5.0,0.15,0,0.0,3.0,0.10404,0.052767,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_009__artillery_blast_dhanush__+5dB__primary.wav,mixed\TEST_C_UNSEEN_NOISE_CATEGORY\SPK_009__artillery_blast_dhanush__+5dB__reference.wav,clean\SPK_009_clean.wav,ae65dcddbbc755cf2bc5e5c4dd78d3447c8ad49b143f24405669f763b1c39761
SPK_010__tank_engine_t90__-10dB,TEST_A_UNSEEN_SPEAKER,SPK_010,tank_engine_t90,STATIONARY,STANDARDIZED_SIMULATION,-10.0,-10.0,0.0,2,0.0,3.0,0.374789,0.357463,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__tank_engine_t90__-10dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__tank_engine_t90__-10dB__reference.wav,clean\SPK_010_clean.wav,553312da226d90892e238b6eda1b1af4a86f7f9237548970381596bc16e71c02
SPK_010__diesel_idle_apc__-5dB,TEST_A_UNSEEN_SPEAKER,SPK_010,diesel_idle_apc,STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.0,2,0.0,3.0,0.230508,0.201016,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__diesel_idle_apc__-5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__diesel_idle_apc__-5dB__reference.wav,clean\SPK_010_clean.wav,0d0e3715c0f9e6d1a73993bb8aedf25ee2678e3fe8687a50b88e33cd4fd7b451
SPK_010__generator_hum_50hz__-5dB,TEST_A_UNSEEN_SPEAKER,SPK_010,generator_hum_50hz,STATIONARY,STANDARDIZED_SIMULATION,-5.0,-5.0,0.0,2,0.0,3.0,0.230508,0.201016,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__generator_hum_50hz__-5dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__generator_hum_50hz__-5dB__reference.wav,clean\SPK_010_clean.wav,2d2c46496e13c88e8e4fcba228e3b7aba2dcf7c2b22ca87658b4c48c1eca7ba5
SPK_010__helicopter_rotor_dhruv__+10dB,TEST_A_UNSEEN_SPEAKER,SPK_010,helicopter_rotor_dhruv,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,10.0,10.0,0.0,2,0.0,3.0,0.118527,0.035746,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__helicopter_rotor_dhruv__+10dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__helicopter_rotor_dhruv__+10dB__reference.wav,clean\SPK_010_clean.wav,a63999d537a6ecf85ad2aba1a4fcd4b9e0b675dbdd0753bbbe206d86f61058cc
SPK_010__propeller_rotor_an32__+10dB,TEST_A_UNSEEN_SPEAKER,SPK_010,propeller_rotor_an32,PERIODIC_ROTOR,STANDARDIZED_SIMULATION,10.0,10.0,0.0,2,0.0,3.0,0.118527,0.035746,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__propeller_rotor_an32__+10dB__primary.wav,mixed\TEST_A_UNSEEN_SPEAKER\SPK_010__propeller_rotor_an32__+10dB__reference.wav,clean\SPK_010_clean.wav,18910bb612a0e536fbdd3d0ccd69bfacbf831d12d62ab1a222e6d6ac7ac981b5
